""," Date "," Package "," Title "
"8689","2013-12-15","svdvisual","SVD visualization tools"
"8690","2013-12-14","DunnettTests","Software implementation of step-down and step-up Dunnett test
procedures"
"8691","2013-12-14","MiST","Mixed effects Score Test for continuous outcomes"
"8692","2013-12-13","adhoc","calculate ad hoc distance thresholds for DNA barcoding
identification"
"8693","2013-12-13","amei","Adaptive Management of Epidemiological Interventions"
"8694","2013-12-13","clusterPower","Power calculations for cluster-randomized and cluster-randomized
crossover trials"
"8695","2013-12-13","HIV.LifeTables","HIV calibrated model life tables for countries with generalized
HIV epidemics"
"8696","2013-12-13","Kmisc","Kevin Miscellaneous"
"8697","2013-12-13","logconcens","Maximum likelihood estimation of a log-concave density based on
censored data"
"8698","2013-12-13","Oncotree","Estimating oncogenetic trees"
"8699","2013-12-13","skda","Sparse (Multicategory) Kernel Discriminant Analysis"
"8700","2013-12-13","survrec","Survival analysis for recurrent event data"
"8701","2013-12-12","BACCO","Bayesian Analysis of Computer Code Output (BACCO)"
"8702","2013-12-12","dmt","Dependency Modeling Toolkit"
"8703","2013-12-12","languageR","Data sets and functions with ""Analyzing Linguistic Data: A
practical introduction to statistics"""
"8704","2013-12-12","mleur","Maximum likelihood unit root test"
"8705","2013-12-12","Myrrix","Interface to Myrrix. Myrrix is a complete, real-time, scalable
clustering and recommender system, evolved from Apache Mahout"
"8706","2013-12-12","sealasso","Standard Error Adjusted Adaptive Lasso"
"8707","2013-12-12","untb","ecological drift under the UNTB"
"8708","2013-12-11","aidar","Tools for reading AIDA (http://aida.freehep.org/) files into R"
"8709","2013-12-11","diffractometry","Baseline identification and peak decomposition for x-ray
diffractograms"
"8710","2013-12-11","etable","Easy Table"
"8711","2013-12-11","ExPosition","Exploratory analysis with the singular value decomposition"
"8712","2013-12-11","giRaph","The giRaph package for graph representation in R"
"8713","2013-12-11","grImport","Importing Vector Graphics"
"8714","2013-12-11","InPosition","Inference Tests for ExPosition"
"8715","2013-12-11","mathgraph","Directed and undirected graphs"
"8716","2013-12-11","mlogitBMA","Bayesian Model Averaging for Multinomial Logit Models"
"8717","2013-12-11","pgs","Precision of Geometric Sampling"
"8718","2013-12-11","rpartitions","Code for integer partitioning"
"8719","2013-12-11","smfsb","SMfSB 2e: Stochastic Modelling for Systems Biology, second
edition"
"8720","2013-12-11","SOAR","Memory management in R by delayed assignments"
"8721","2013-12-11","TExPosition","Two-table ExPosition"
"8722","2013-12-11","TInPosition","Inference tests for TExPosition"
"8723","2013-12-10","aylmer","A generalization of Fisher's exact test"
"8724","2013-12-10","Bessel","Bessel – Bessel Functions Computations and Approximations"
"8725","2013-12-10","CCM","Correlation classification method (CCM)"
"8726","2013-12-10","conics","Plot Conics"
"8727","2013-12-10","CVST","Fast Cross-Validation via Sequential Testing"
"8728","2013-12-10","fTrading","Technical Trading Analysis"
"8729","2013-12-10","fxregime","Exchange Rate Regime Analysis"
"8730","2013-12-10","hyperdirichlet","A generalization of the Dirichlet distribution"
"8731","2013-12-10","iBUGS","An Interface to WinBUGS/OpenBUGS/JAGS by gWidgets"
"8732","2013-12-10","mlegp","Maximum Likelihood Estimates of Gaussian Processes"
"8733","2013-12-10","pathmox","Pathmox Approach of Segmentation Trees in Partial Least Squares
Path Modeling"
"8734","2013-12-10","prettyGraphs","publication-quality graphics"
"8735","2013-12-10","SII","Calculate ANSI S3.5-1997 Speech Intelligibility Index"
"8736","2013-12-10","sparseLTSEigen","RcppEigen back end for sparse least trimmed squares regression"
"8737","2013-12-10","tdthap","TDT tests for extended haplotypes"
"8738","2013-12-09","calibrator","Bayesian calibration of complex computer codes"
"8739","2013-12-09","DIME","DIME (Differential Identification using Mixture Ensemble)"
"8740","2013-12-09","vrmlgen","Generate 3D visualizations for data exploration on the web"
"8741","2013-12-08","approximator","Bayesian prediction of complex computer codes"
"8742","2013-12-08","discrimARTs","Discrimination of Alternative Reproductive Tactics (ARTs)"
"8743","2013-12-07","elrm","Exact Logistic Regression via MCMC"
"8744","2013-12-07","hflights","Flights that departed Houston in 2011"
"8745","2013-12-07","sortinghat","sortinghat"
"8746","2013-12-06","assertthat","Easy pre and post assertions"
"8747","2013-12-06","NADA","Nondetects And Data Analysis for environmental data"
"8748","2013-12-05","Brobdingnag","Very large numbers in R"
"8749","2013-12-05","DynamicDistribution","Dynamically visualized probability distributions and their
moments"
"8750","2013-12-05","MaXact","Exact max-type Cochran-Armitage trend test(CATT)"
"8751","2013-12-05","multivator","A multivariate emulator"
"8752","2013-12-05","ref","References for R"
"8753","2013-12-05","Sample.Size","Sample size calculation"
"8754","2013-12-05","snpStatsWriter","Flexible writing of snpStats objects to flat files"
"8755","2013-12-04","obs.agree","An R package to assess agreement between observers"
"8756","2013-12-03","ADM3","An Interpretation of the ADM method - automated detection
algorithm"
"8757","2013-12-03","ClustOfVar","Clustering of variables"
"8758","2013-12-03","DEMEtics","Evaluating the genetic differentiation between populations based
on Gst and D values"
"8759","2013-12-03","ecodist","Dissimilarity-based functions for ecological analysis"
"8760","2013-12-03","Interpol.T","Hourly interpolation of multiple temperature daily series"
"8761","2013-12-03","iplots","iPlots - interactive graphics for R"
"8762","2013-12-03","netClass","netClass: An R Package for Network-Based Biomarker Discovery"
"8763","2013-12-03","png","Read and write PNG images"
"8764","2013-12-03","RCassandra","R/Cassandra interface"
"8765","2013-12-02","GrassmannOptim","Grassmann Manifold Optimization"
"8766","2013-12-02","PoiClaClu","Classification and clustering of sequencing data based on a
Poisson model"
"8767","2013-12-02","superMDS","Implements the supervised multidimensional scaling (superMDS)
proposal of Witten and Tibshirani (2011)"
"8768","2013-12-01","exptest","Tests for Exponentiality"
"8769","2013-11-29","caper","Comparative Analyses of Phylogenetics and Evolution in R"
"8770","2013-11-29","cycloids","cycloids"
"8771","2013-11-28","aml","Adaptive Mixed LASSO"
"8772","2013-11-28","ergm.userterms","User-specified terms for the statnet suite of packages"
"8773","2013-11-28","LCFdata","Data sets for package “LMERConvenienceFunctions”"
"8774","2013-11-27","prognosticROC","Prognostic ROC curves for evaluating the predictive capacity of
a binary test"
"8775","2013-11-26","LICORS","Light Cone Reconstruction of States - Predictive State
Estimation From Spatio-Temporal Data"
"8776","2013-11-25","dils","Data-Informed Link Strength. Combine multiple-relationship
networks into a single weighted network. Impute (fill-in)
missing network links"
"8777","2013-11-25","frontiles","Partial Frontier Efficiency Analysis"
"8778","2013-11-25","humanFormat","Human-friendly formatting functions"
"8779","2013-11-24","boxplotdbl","Double Box Plot for Two-Axes Correlation"
"8780","2013-11-24","bpca","Biplot of Multivariate Data Based on Principal Components
Analysis"
"8781","2013-11-23","growthmodels","Nonlinear Growth Models"
"8782","2013-11-22","BayesXsrc","R Package Distribution of the BayesX C++ Sources"
"8783","2013-11-22","DoubleCone","Test against parametric regression function"
"8784","2013-11-22","GMMBoost","Likelihood-based Boosting for Generalized mixed models"
"8785","2013-11-22","msgpackR","A library to serialize or unserialize data in MessagePack format"
"8786","2013-11-21","BSagri","Statistical methods for safety assessment in agricultural field
trials"
"8787","2013-11-21","lestat","A package for LEarning STATistics"
"8788","2013-11-21","osmar","OpenStreetMap and R"
"8789","2013-11-21","PubBias","Performs simulation study to look for publication bias, using a
technique described by Ioannidis and Trikalinos; Clin Trials.
2007;4(3):245-53"
"8790","2013-11-20","magic","create and investigate magic squares"
"8791","2013-11-19","gcdnet","LASSO and (adaptive) Elastic-Net penalized least squares,
logistic regression, HHSVM and squared hinge loss SVM using a
fast GCD algorithm"
"8792","2013-11-19","mlDNA","Machine Learning-based Differential Network Analysis of
Transcriptome Data"
"8793","2013-11-19","somebm","some Brownian motions simulation functions"
"8794","2013-11-19","VLF","Frequency Matrix Approach for Assessing Very Low Frequency
Variants in Sequence Records"
"8795","2013-11-18","codadiags","Markov chain Monte Carlo burn-in based on ""bridge"" statistics"
"8796","2013-11-18","eqs2lavaan","EQS Output Conversion to lavaan Functions"
"8797","2013-11-18","MetStaT","Statistical metabolomics tools"
"8798","2013-11-18","rbefdata","BEFdata R package"
"8799","2013-11-17","vscc","Variable selection for clustering and classification"
"8800","2013-11-16","grade","Binary Grading functions for R"
"8801","2013-11-15","DiceView","Plot methods for computer experiments design and surrogate"
"8802","2013-11-15","DiscriMiner","Tools of the Trade for Discriminant Analysis"
"8803","2013-11-15","PropScrRand","Propensity score methods for assigning treatment in randomized
trials"
"8804","2013-11-14","maxent","Low-memory Multinomial Logistic Regression with Support for Text
Classification"
"8805","2013-11-14","tester","Tests and checks characteristics of R objects"
"8806","2013-11-13","diaplt","Beads Summary Plot of Ranges"
"8807","2013-11-13","EMMIXskew","The EM Algorithm and Skew Mixture Distribution"
"8808","2013-11-13","HaploSim","Functions to simulate haplotypes"
"8809","2013-11-13","mreg","Fits regression models when the outcome is partially missing"
"8810","2013-11-13","Rambo","The Random Subgraph Model"
"8811","2013-11-12","colorfulVennPlot","Plot and add custom coloring to Venn diagrams for 2-dimensional,
3-dimensional and 4-dimensional data"
"8812","2013-11-12","distory","Distance Between Phylogenetic Histories"
"8813","2013-11-12","robustfa","An Object Oriented Solution for Robust Factor Analysis"
"8814","2013-11-12","rtf","Rich Text Format (RTF) Output"
"8815","2013-11-11","clv","Cluster Validation Techniques"
"8816","2013-11-11","GenKern","Functions for generating and manipulating binned kernel density
estimates"
"8817","2013-11-11","rGammaGamma","Gamma convolutions for methylation array background correction"
"8818","2013-11-10","FusedPCA","Community Detection via Fused Principal Component Analysis"
"8819","2013-11-09","aqfig","Functions to help display air quality model output and
monitoring data"
"8820","2013-11-09","dielectric","Defines some physical constants and dielectric functions
commonly used in optics, plasmonics"
"8821","2013-11-09","edrGraphicalTools","Provides tools for dimension reduction methods"
"8822","2013-11-08","brglm","Bias reduction in binomial-response generalized linear models"
"8823","2013-11-08","circular","Circular Statistics"
"8824","2013-11-08","stima","Simultaneous Threshold Interaction Modeling Algorithm"
"8825","2013-11-07","localdepth","Local Depth"
"8826","2013-11-07","pcse","Panel-Corrected Standard Error Estimation in R"
"8827","2013-11-07","SPEI","Calculation of the Standardised Precipitation-Evapotranspiration
Index"
"8828","2013-11-06","CPMCGLM","Correction of the pvalue after multiple coding"
"8829","2013-11-06","Hotelling","Hotelling's T-squared test and variants"
"8830","2013-11-06","learningr","Data and functions to accompany the book ""Learning R"""
"8831","2013-11-06","Rclusterpp","Linkable C++ clustering"
"8832","2013-11-06","RGenetics","R packages for genetics research"
"8833","2013-11-05","comparison","Multivariate likelihood ratio calculation and evaluation"
"8834","2013-11-05","sspline","Smoothing Splines on the Sphere"
"8835","2013-11-04","gskat","GEE_KM"
"8836","2013-11-04","ktsolve","Configurable function for solving families of nonlinear
equations"
"8837","2013-11-04","matie","Measuring Association and Testing Independence Efficiently"
"8838","2013-11-04","mvShapiroTest","Generalized Shapiro-Wilk test for multivariate normality"
"8839","2013-11-04","someMTP","Some Multiple Testing Procedures"
"8840","2013-11-04","termstrc","Zero-coupon Yield Curve Estimation"
"8841","2013-11-03","pedigree","Pedigree functions"
"8842","2013-11-02","prinsimp","Finding and plotting simple basis vectors for multivariate data"
"8843","2013-11-01","PAGI","The package can identify the dysregulated KEGG pathways based on
global influence from the internal effect of pathways and
crosstalk between pathways"
"8844","2013-11-01","rgcvpack","R Interface for GCVPACK Fortran Package"
"8845","2013-10-31","ACD","Categorical data analysis with complete or missing responses"
"8846","2013-10-31","gllm","Generalised log-linear model"
"8847","2013-10-31","lmf","Functions for estimation and inference of selection in
age-structured populations"
"8848","2013-10-31","MRsurv","A multiplicative-regression model for relative survival"
"8849","2013-10-31","sExtinct","Calculates the historic date of extinction given a series of
sighting events"
"8850","2013-10-31","SpatialNP","Multivariate nonparametric methods based on spatial signs and
ranks"
"8851","2013-10-29","cluster.datasets","Cluster Analysis Data Sets"
"8852","2013-10-28","BayesSAE","Bayesian Analysis of Small Area Estimation"
"8853","2013-10-28","IPSUR","Introduction to Probability and Statistics Using R"
"8854","2013-10-27","mar1s","Multiplicative AR(1) with Seasonal Processes"
"8855","2013-10-25","CARrampsOcl","Reparameterized and marginalized posterior sampling for
conditional autoregressive models, OpenCL implementation"
"8856","2013-10-25","DCL","Claims Reserving under the Double Chain Ladder Model"
"8857","2013-10-25","dgof","Discrete Goodness-of-Fit Tests"
"8858","2013-10-25","kmconfband","Kaplan-Meier Simultaneous Confidence Band for the Survivor
Function"
"8859","2013-10-25","SPARQL","SPARQL client"
"8860","2013-10-24","BASIX","BASIX: An efficient C/C++ toolset for R"
"8861","2013-10-24","fastcox","Lasso and elastic-net penalized Cox's regression in high
dimensions models using the cocktail algorithm"
"8862","2013-10-24","mcgibbsit","Warnes and Raftery's MCGibbsit MCMC diagnostic"
"8863","2013-10-23","fbRanks","Association Football (Soccer) Ranking via Poisson Regression"
"8864","2013-10-23","globalGSA","Global Gene-Set Analysis for Association Studies"
"8865","2013-10-23","MFHD","Multivariate Functional Halfspace Depth"
"8866","2013-10-22","HDtweedie","The Lasso for the Tweedie's Compound Poisson Model Using an
IRLS-BMD Algorithm"
"8867","2013-10-22","Rmisc","Rmisc: Ryan Miscellaneous"
"8868","2013-10-22","smart","Sparse Multivariate Analysis via Rank Transformation"
"8869","2013-10-22","snapshot","Gadget N-body cosmological simulation code snapshot I/O
utilities"
"8870","2013-10-22","sphereplot","Spherical plotting"
"8871","2013-10-22","surveydata","Tools to manipulate survey data"
"8872","2013-10-21","lomb","Lomb-Scargle Periodogram"
"8873","2013-10-21","mQTL","Metabolomic Quantitative Trait Locus Mapping"
"8874","2013-10-19","hdrcde","Highest density regions and conditional density estimation"
"8875","2013-10-18","datautils","Support functions for packages VBmix, semisupKernelPCA, and
patchPlot"
"8876","2013-10-17","OIsurv","Survival analysis supplement to OpenIntro guide"
"8877","2013-10-17","RTConnect","Tools for analyzing sales report files of iTunes Connect"
"8878","2013-10-16","DAAGxtras","Data Sets and Functions, supplementary to DAAG"
"8879","2013-10-16","NormalGamma","Normal-gamma convolution model"
"8880","2013-10-15","cvq2","Calculate the predictive squared correlation coefficient"
"8881","2013-10-15","zoom","A spatial data visualization tool"
"8882","2013-10-14","costat","Time series costationarity determination"
"8883","2013-10-13","Correlplot","A collection of functions for graphing correlation matrices"
"8884","2013-10-13","shinyRGL","Shiny Wrappers for RGL"
"8885","2013-10-12","cpa","Confirmatory Path Analysis through the d-sep tests"
"8886","2013-10-12","mcGlobaloptim","Global optimization using Monte Carlo and Quasi Monte Carlo
simulation"
"8887","2013-10-12","rsig","Robust Signature Selection for Survival Outcomes"
"8888","2013-10-11","GlobalDeviance","Global Deviance Permutation Tests"
"8889","2013-10-11","MRwarping","Multiresolution time warping for functional data"
"8890","2013-10-11","OptHedging","Estimation of value and hedging strategy of call and put
options"
"8891","2013-10-10","TestSurvRec","Statistical tests to compare two survival curves with recurrent
events"
"8892","2013-10-09","binMto","Asymptotic simultaneous confidence intervals for many-to-one
comparisons of proportions"
"8893","2013-10-09","ScrabbleScore","Calculates Scrabble score for strings"
"8894","2013-10-08","bmem","Mediation analysis with missing data using bootstrap"
"8895","2013-10-08","caroline","A Collection of Database, Data Structure, Visualization, and
Utility Functions for R"
"8896","2013-10-07","censNID","censored NID samples"
"8897","2013-10-07","migration.indices","Migration indices"
"8898","2013-10-04","kitagawa","Spectral response of water wells to harmonic strain and pressure"
"8899","2013-10-04","TDD","Time-Domain Deconvolution of Seismometer Response"
"8900","2013-10-03","HEAT","Health Effects of Air Pollution and Temperature (HEAT)"
"8901","2013-10-03","riv","Robust instrumental variables estimator"
"8902","2013-10-01","kulife","Datasets and functions from the (now non-existing) Faculty of
Life Sciences, University of Copenhagen"
"8903","2013-10-01","PsumtSim","Simulations of grouped responses relative to baseline"
"8904","2013-09-30","AUC","Threshold independent performance measures for probabilistic
classifiers"
"8905","2013-09-30","LCA","Localised Co-Dependency Analysis"
"8906","2013-09-30","ParentOffspring","Conduct the Parent-Offspring Test Using Monomorphic SNP Markers"
"8907","2013-09-30","plan","Tools for project planning"
"8908","2013-09-30","topsis","TOPSIS method for multiple-criteria decision making (MCDM)"
"8909","2013-09-29","coloc","Colocalisation tests of two genetic traits"
"8910","2013-09-29","elliplot","Ellipse Summary Plot of Quantiles"
"8911","2013-09-27","BAYSTAR","On Bayesian analysis of Threshold autoregressive model (BAYSTAR)"
"8912","2013-09-27","FitARMA","FitARMA: Fit ARMA or ARIMA using fast MLE algorithm"
"8913","2013-09-26","ssvd","Sparse SVD"
"8914","2013-09-25","SubCultCon","Maximum-Likelihood Cultural Consensus Analysis with Sub-Cultures"
"8915","2013-09-24","NPHMC","Sample Size Calculation for the Proportional Hazards Mixture
Cure Model"
"8916","2013-09-23","animalTrack","Animal track reconstruction for high frequency 2-dimensional
(2D) or 3-dimensional (3D) movement data"
"8917","2013-09-23","EffectsRelBaseline","Test changes of a grouped response relative to baseline"
"8918","2013-09-23","hzar","Hybrid Zone Analysis using R"
"8919","2013-09-23","LSMonteCarlo","American options pricing with Least Squares Monte Carlo method"
"8920","2013-09-23","SAMURAI","Sensitivity Analysis of a Meta-analysis with Unpublished but
Registered Analytical Investigations"
"8921","2013-09-22","AtelieR","A GTK GUI for teaching basic concepts in statistical inference,
and doing elementary bayesian tests"
"8922","2013-09-22","lazy","Lazy Learning for Local Regression"
"8923","2013-09-21","CrypticIBDcheck","Identifying cryptic relatedness in genetic association studies"
"8924","2013-09-21","dataQualityR","Performs variable level data quality checks and generates
summary statistics"
"8925","2013-09-21","phmm","Proportional Hazards Mixed-effects Model (PHMM)"
"8926","2013-09-20","svapls","Surrogate variable analysis using partial least squares in a
gene expression study"
"8927","2013-09-19","prLogistic","Estimation of Prevalence Ratios using Logistic Models"
"8928","2013-09-19","qtlhot","Inference for QTL Hotspots"
"8929","2013-09-19","zyp","Zhang + Yue-Pilon trends package"
"8930","2013-09-18","Dodge","Functions for Acceptance Sampling Ideas originated by H.F. Dodge"
"8931","2013-09-17","GABi","Framework for Generalized Subspace Pattern Mining"
"8932","2013-09-16","R4dfp","4dfp MRI Image Read and Write Routines"
"8933","2013-09-16","SMCRM","Data Sets for Statistical Methods in Customer Relationship
Management by Kumar and Petersen (2012)"
"8934","2013-09-16","speccalt","Alternative spectral clustering, with automatic estimation of k"
"8935","2013-09-16","yhat","Interpreting Regression Effects"
"8936","2013-09-15","forensim","Statistical tools for the interpretation of forensic DNA
mixtures"
"8937","2013-09-15","GPCSIV","GPCSIV, Generalized Principal Component of Symbolic Interval
variables"
"8938","2013-09-14","EILA","Efficient Inference of Local Ancestry"
"8939","2013-09-14","RcmdrPlugin.qual","Rcmdr plugin for quality control course"
"8940","2013-09-14","RobRex","Optimally robust influence curves for regression and scale"
"8941","2013-09-14","ROptRegTS","Optimally robust estimation for regression-type models"
"8942","2013-09-13","Daim","Diagnostic accuracy of classification models"
"8943","2013-09-13","EcoTroph","EcoTroph R package"
"8944","2013-09-13","RobLoxBioC","Infinitesimally robust estimators for preprocessing omics data"
"8945","2013-09-13","ROptEstOld","Optimally robust estimation - old version"
"8946","2013-09-12","logcondens.mode","Compute MLE of Log-Concave Density on R with Fixed Mode, and
Perform Inference for the Mode"
"8947","2013-09-12","MLRMPA","A package for Multilinear Regression Model Population Analysis"
"8948","2013-09-12","phalen","Phalen Algorithms and Functions"
"8949","2013-09-11","pastis","Phylogenetic Assembly with Soft Taxonomic Inferences"
"8950","2013-09-11","relaimpo","Relative importance of regressors in linear models"
"8951","2013-09-10","calibrate","Calibration of Scatterplot and Biplot Axes"
"8952","2013-09-10","FREQ","FREQ: Estimate population size from capture frequencies"
"8953","2013-09-10","PSM","Non-Linear Mixed-Effects modelling using Stochastic Differential
Equations"
"8954","2013-09-10","smdata","Data to accompany Smithson & Merkle, 2013"
"8955","2013-09-09","camel","Calibrated Machine Learning"
"8956","2013-09-09","DendSer","Dendrogram seriation: ordering for visualisation"
"8957","2013-09-09","onemap","Software for constructing genetic maps in experimental crosses:
full-sib, RILs, F2 and backcrosses"
"8958","2013-09-08","RMongo","MongoDB Client for R"
"8959","2013-09-08","ttwa","Travel To Work Area"
"8960","2013-09-07","ALSCPC","Accelerated line search algorithm for simultaneous orthogonal
transformation of several positive definite symmetric matrices
to nearly diagonal form"
"8961","2013-09-05","CommonTrend","Extract and plot common trends from a cointegration system.
Calculate P-value for Johansen Statistics"
"8962","2013-09-05","G1DBN","A package performing Dynamic Bayesian Network inference"
"8963","2013-09-04","laser","Likelihood Analysis of Speciation/Extinction Rates from
Phylogenies"
"8964","2013-09-04","tiff","Read and write TIFF images"
"8965","2013-09-03","expoTree","Calculate density dependent likelihood of a phylogenetic tree"
"8966","2013-09-03","genetics","Population Genetics"
"8967","2013-09-03","inlinedocs","Convert inline comments to documentation"
"8968","2013-09-03","RFGLS","Rapid Feasible Generalized Least Squares"
"8969","2013-09-03","sparc","Semiparametric Generalized Linear Models"
"8970","2013-09-02","modeltools","Tools and Classes for Statistical Models"
"8971","2013-09-02","scrime","Analysis of High-Dimensional Categorical Data such as SNP Data"
"8972","2013-09-02","tabplotd3","Tabplotd3, interactive inspection of large data"
"8973","2013-08-31","hisemi","Hierarchical Semiparametric Regression of Test Statistics"
"8974","2013-08-30","fExpressCertificates","fExpressCertificates - Structured Products Valuation for
ExpressCertificates/Autocallables"
"8975","2013-08-30","genMOSSplus","Application of MOSS algorithm to genome-wide association study
(GWAS)"
"8976","2013-08-30","getopt","C-like getopt behavior"
"8977","2013-08-29","automap","Automatic interpolation package"
"8978","2013-08-28","mmap","Map Pages of Memory"
"8979","2013-08-28","RStorm","Simulate and Develop Streaming Processing in [R]"
"8980","2013-08-27","EMVC","Entropy Minimization over Variable Clusters (EMVC)"
"8981","2013-08-27","VaRES","Computes value at risk and expected shortfall for over 100
parametric distributions"
"8982","2013-08-26","dbEmpLikeGOF","Goodness-of-fit and two sample comparison tests using sample
entropy"
"8983","2013-08-26","epoc","EPoC (Endogenous Perturbation analysis of Cancer)"
"8984","2013-08-26","SML","Statistical Machine Learning"
"8985","2013-08-24","soilprofile","A package to consistently represent soil properties along a soil
profile"
"8986","2013-08-23","corTools","Tools for processing data after a Genome Wide Association Study"
"8987","2013-08-23","RcmdrPlugin.sampling","Tools for sampling in Official Statistical Surveys"
"8988","2013-08-23","rtematres","The rtematres API package"
"8989","2013-08-23","tlemix","Trimmed Maximum Likelihood Estimation"
"8990","2013-08-22","fds","Functional data sets"
"8991","2013-08-22","GeoXp","Interactive exploratory spatial data analysis"
"8992","2013-08-22","Rjpstatdb","R interface of the Gateway to Advanced and User-friendly
Statistics Service"
"8993","2013-08-22","ssfit","Fitting of parametric models using summary statistics"
"8994","2013-08-21","intamapInteractive","procedures for automated interpolation - methods only to be used
interactively, not included in intamap package"
"8995","2013-08-21","kmlcov","Clustering longitudinal data using the likelihood as a metric of
distance"
"8996","2013-08-21","RepeatedHighDim","Global tests for expression data of high-dimensional sets of
molecular features"
"8997","2013-08-21","Rserve","Binary R server"
"8998","2013-08-21","SOLOMON","Parentage analysis"
"8999","2013-08-21","specificity","Specificity of personality trait-outcome (or trait-trait)
associations"
"9000","2013-08-21","spls","Sparse Partial Least Squares (SPLS) Regression and
Classification"
"9001","2013-08-20","CellularAutomaton","One-Dimensional Cellular Automata"
"9002","2013-08-20","frontier","Stochastic Frontier Analysis"
"9003","2013-08-20","phenmod","Auxiliary functions for phenological data processing, modelling
and result handling"
"9004","2013-08-20","SEchart","SEchart"
"9005","2013-08-20","WDI","World Development Indicators (World Bank)"
"9006","2013-08-19","protiq","Protein (identification and) quantification based on peptide
evidence"
"9007","2013-08-19","SynchWave","Synchrosqueezed Wavelet Transform"
"9008","2013-08-19","vwr","Useful functions for visual word recognition research"
"9009","2013-08-17","bitops","Bitwise Operations"
"9010","2013-08-17","condGEE","Parameter estimation in conditional GEE for recurrent event gap
times"
"9011","2013-08-17","profileModel","Tools for profiling inference functions for various model
classes"
"9012","2013-08-16","blm","Binomial linear and linear-expit regression"
"9013","2013-08-16","CNVassocData","Example data sets for association analysis of CNV data"
"9014","2013-08-16","JOP","Joint Optimization Plot"
"9015","2013-08-16","PCS","Calculate the probability of correct selection (PCS)"
"9016","2013-08-16","relaxnet","Relaxation of glmnet models (as in relaxed lasso, Meinshausen
2007)"
"9017","2013-08-15","conjoint","Conjoint analysis package"
"9018","2013-08-14","covTest","Computes covariance test for adaptive linear modelling"
"9019","2013-08-14","IntLik","Numerical Integration for Integrated Likelihood"
"9020","2013-08-13","EasyHTMLReport","EasyHTMLReport"
"9021","2013-08-13","ES","Edge Selection"
"9022","2013-08-13","PAS","Polygenic Analysis System (PAS)"
"9023","2013-08-13","RFinanceYJ","RFinanceYJ"
"9024","2013-08-12","rLindo","R Interface to LINDO API"
"9025","2013-08-12","SpatioTemporal","Spatio-Temporal Model Estimation"
"9026","2013-08-10","bmp","Read Windows Bitmap (BMP) images"
"9027","2013-08-09","mallet","A wrapper around the Java machine learning tool MALLET"
"9028","2013-08-08","DMwR","Functions and data for ""Data Mining with R"""
"9029","2013-08-08","gb","Generalize Lambda Distribution and Generalized Bootstrapping"
"9030","2013-08-08","gRim","Graphical Interaction Models"
"9031","2013-08-08","miRada","MicroRNA Microarray Data Analysis"
"9032","2013-08-08","spt","Sierpinski Pedal Triangle"
"9033","2013-08-04","CompLognormal","Functions for actuarial scientists"
"9034","2013-08-04","lmeSplines","Add smoothing spline modelling capability to nlme"
"9035","2013-08-04","nlmeU","Datasets and utility functions enhancing functionality of nlme
package"
"9036","2013-08-03","tipom","Automated measure-based classification for flint tools"
"9037","2013-08-03","visualize","Graph Probability Distributions with User Supplied Parameters
and Stats"
"9038","2013-08-02","AMGET","Post-processing tool for ADAPT 5"
"9039","2013-08-02","dfcrm","Dose-finding by the continual reassessment method"
"9040","2013-08-02","ltsbase","Ridge and Liu Estimates based on LTS (Least Trimmed Squares)
Method"
"9041","2013-08-02","sme","Smoothing-splines Mixed-effects Models"
"9042","2013-08-02","timesboot","Bootstrap computations for time series objects"
"9043","2013-08-01","compactr","Creates empty plots with compact axis notation"
"9044","2013-08-01","rbmn","Handling Linear Gaussian Bayesian Networks"
"9045","2013-07-31","acopula","Modelling dependence with multivariate Archimax (or any
user-defined continuous) copulas"
"9046","2013-07-31","FNN","Fast Nearest Neighbor Search Algorithms and Applications"
"9047","2013-07-31","gPCA","Batch Effect Detection via Guided Principal Components Analysis"
"9048","2013-07-31","needy","needy"
"9049","2013-07-31","SparseGrid","Sparse grid integration in R"
"9050","2013-07-30","COBRA","Nonlinear Aggregation of Predictors"
"9051","2013-07-30","epr","Easy polynomial regression"
"9052","2013-07-30","Lambda4","Collection of Internal Consistency Reliability Coefficients"
"9053","2013-07-29","pathdiagram","Basic functions for drawing path diagrams"
"9054","2013-07-29","robeth","R functions for robust statistics"
"9055","2013-07-29","SimultAnR","Correspondence and Simultaneous Analysis"
"9056","2013-07-29","widenet","Penalized Regression with Polynomial Basis Expansions"
"9057","2013-07-28","MPINet","The package can implement the network-based metabolite pathway
identification of pathways"
"9058","2013-07-28","pwt","Penn World Table (Versions 5.6, 6.x, 7.x)"
"9059","2013-07-28","Rz","GUI Tool for Data Management like SPSS or Stata"
"9060","2013-07-27","eigenprcomp","Computes confidence intervals for principal components"
"9061","2013-07-26","Myrrixjars","External jars required for package Myrrix"
"9062","2013-07-25","AnDE","An extended Bayesian Learning Technique developed by Dr. Geoff
Webb"
"9063","2013-07-25","gains","Gains Table Package"
"9064","2013-07-24","hint","Tools for hypothesis testing based on Hypergeometric
Intersection distributions"
"9065","2013-07-24","RxCEcolInf","R x C Ecological Inference With Optional Incorporation of Survey
Information"
"9066","2013-07-24","tgram","Functions to compute and plot tracheidograms"
"9067","2013-07-23","neuroblastoma","Neuroblastoma copy number profiles"
"9068","2013-07-22","somplot","Visualisation of hexagonal Kohonen maps"
"9069","2013-07-22","vars","VAR Modelling"
